t,new_infections,symp_prob,trace_prob,trace_time,rep
69,27,0.30000000000000004,0.5,3,0
70,25,0.30000000000000004,0.5,3,0
0,0,0.30000000000000004,0.5,3,1
1,0,0.30000000000000004,0.5,3,1
2,0,0.30000000000000004,0.5,3,1
3,3,0.30000000000000004,0.5,3,1
4,1,0.30000000000000004,0.5,3,1
5,3,0.30000000000000004,0.5,3,1
6,2,0.30000000000000004,0.5,3,1
7,4,0.30000000000000004,0.5,3,1
8,0,0.30000000000000004,0.5,3,1
9,1,0.30000000000000004,0.5,3,1
10,4,0.30000000000000004,0.5,3,1
11,1,0.30000000000000004,0.5,3,1
12,1,0.30000000000000004,0.5,3,1
13,5,0.30000000000000004,0.5,3,1
14,6,0.30000000000000004,0.5,3,1
15,2,0.30000000000000004,0.5,3,1
16,3,0.30000000000000004,0.5,3,1
17,2,0.30000000000000004,0.5,3,1
18,6,0.30000000000000004,0.5,3,1
19,1,0.30000000000000004,0.5,3,1
20,5,0.30000000000000004,0.5,3,1
21,6,0.30000000000000004,0.5,3,1
22,3,0.30000000000000004,0.5,3,1
23,5,0.30000000000000004,0.5,3,1
24,2,0.30000000000000004,0.5,3,1
25,4,0.30000000000000004,0.5,3,1
26,4,0.30000000000000004,0.5,3,1
27,5,0.30000000000000004,0.5,3,1
28,9,0.30000000000000004,0.5,3,1
29,4,0.30000000000000004,0.5,3,1
30,3,0.30000000000000004,0.5,3,1
31,9,0.30000000000000004,0.5,3,1
32,7,0.30000000000000004,0.5,3,1
33,5,0.30000000000000004,0.5,3,1
34,9,0.30000000000000004,0.5,3,1
35,8,0.30000000000000004,0.5,3,1
36,17,0.30000000000000004,0.5,3,1
37,13,0.30000000000000004,0.5,3,1
38,12,0.30000000000000004,0.5,3,1
39,14,0.30000000000000004,0.5,3,1
40,12,0.30000000000000004,0.5,3,1
41,17,0.30000000000000004,0.5,3,1
42,10,0.30000000000000004,0.5,3,1
43,22,0.30000000000000004,0.5,3,1
44,20,0.30000000000000004,0.5,3,1
45,10,0.30000000000000004,0.5,3,1
46,19,0.30000000000000004,0.5,3,1
47,13,0.30000000000000004,0.5,3,1
48,29,0.30000000000000004,0.5,3,1
49,22,0.30000000000000004,0.5,3,1
50,19,0.30000000000000004,0.5,3,1
51,15,0.30000000000000004,0.5,3,1
52,19,0.30000000000000004,0.5,3,1
53,22,0.30000000000000004,0.5,3,1
54,17,0.30000000000000004,0.5,3,1
55,18,0.30000000000000004,0.5,3,1
56,21,0.30000000000000004,0.5,3,1
57,19,0.30000000000000004,0.5,3,1
58,30,0.30000000000000004,0.5,3,1
59,32,0.30000000000000004,0.5,3,1
60,33,0.30000000000000004,0.5,3,1
61,32,0.30000000000000004,0.5,3,1
62,25,0.30000000000000004,0.5,3,1
63,18,0.30000000000000004,0.5,3,1
64,44,0.30000000000000004,0.5,3,1
65,29,0.30000000000000004,0.5,3,1
66,33,0.30000000000000004,0.5,3,1
67,29,0.30000000000000004,0.5,3,1
68,44,0.30000000000000004,0.5,3,1
69,27,0.30000000000000004,0.5,3,1
70,25,0.30000000000000004,0.5,3,1
0,0,0.30000000000000004,0.5,3,2
1,0,0.30000000000000004,0.5,3,2
2,0,0.30000000000000004,0.5,3,2
3,3,0.30000000000000004,0.5,3,2
4,1,0.30000000000000004,0.5,3,2
5,3,0.30000000000000004,0.5,3,2
6,2,0.30000000000000004,0.5,3,2
7,4,0.30000000000000004,0.5,3,2
8,0,0.30000000000000004,0.5,3,2
9,1,0.30000000000000004,0.5,3,2
10,4,0.30000000000000004,0.5,3,2
11,1,0.30000000000000004,0.5,3,2
12,1,0.30000000000000004,0.5,3,2
13,5,0.30000000000000004,0.5,3,2
14,6,0.30000000000000004,0.5,3,2
15,2,0.30000000000000004,0.5,3,2
16,3,0.30000000000000004,0.5,3,2
17,2,0.30000000000000004,0.5,3,2
18,6,0.30000000000000004,0.5,3,2
19,1,0.30000000000000004,0.5,3,2
20,5,0.30000000000000004,0.5,3,2
21,6,0.30000000000000004,0.5,3,2
22,3,0.30000000000000004,0.5,3,2
23,5,0.30000000000000004,0.5,3,2
24,2,0.30000000000000004,0.5,3,2
25,4,0.30000000000000004,0.5,3,2
26,4,0.30000000000000004,0.5,3,2
27,5,0.30000000000000004,0.5,3,2
28,9,0.30000000000000004,0.5,3,2
29,4,0.30000000000000004,0.5,3,2
30,3,0.30000000000000004,0.5,3,2
31,9,0.30000000000000004,0.5,3,2
32,7,0.30000000000000004,0.5,3,2
33,5,0.30000000000000004,0.5,3,2
34,9,0.30000000000000004,0.5,3,2
35,8,0.30000000000000004,0.5,3,2
36,17,0.30000000000000004,0.5,3,2
37,13,0.30000000000000004,0.5,3,2
38,12,0.30000000000000004,0.5,3,2
39,14,0.30000000000000004,0.5,3,2
40,12,0.30000000000000004,0.5,3,2
41,17,0.30000000000000004,0.5,3,2
42,10,0.30000000000000004,0.5,3,2
43,22,0.30000000000000004,0.5,3,2
44,20,0.30000000000000004,0.5,3,2
45,10,0.30000000000000004,0.5,3,2
46,19,0.30000000000000004,0.5,3,2
47,13,0.30000000000000004,0.5,3,2
48,29,0.30000000000000004,0.5,3,2
49,22,0.30000000000000004,0.5,3,2
50,19,0.30000000000000004,0.5,3,2
51,15,0.30000000000000004,0.5,3,2
52,19,0.30000000000000004,0.5,3,2
53,22,0.30000000000000004,0.5,3,2
54,17,0.30000000000000004,0.5,3,2
55,18,0.30000000000000004,0.5,3,2
56,21,0.30000000000000004,0.5,3,2
57,19,0.30000000000000004,0.5,3,2
58,30,0.30000000000000004,0.5,3,2
59,32,0.30000000000000004,0.5,3,2
60,33,0.30000000000000004,0.5,3,2
61,32,0.30000000000000004,0.5,3,2
62,25,0.30000000000000004,0.5,3,2
63,18,0.30000000000000004,0.5,3,2
64,44,0.30000000000000004,0.5,3,2
65,29,0.30000000000000004,0.5,3,2
66,33,0.30000000000000004,0.5,3,2
67,29,0.30000000000000004,0.5,3,2
68,44,0.30000000000000004,0.5,3,2
69,27,0.30000000000000004,0.5,3,2
70,25,0.30000000000000004,0.5,3,2
0,0,0.30000000000000004,0.5,3,3
1,0,0.30000000000000004,0.5,3,3
2,0,0.30000000000000004,0.5,3,3
3,3,0.30000000000000004,0.5,3,3
4,1,0.30000000000000004,0.5,3,3
5,3,0.30000000000000004,0.5,3,3
6,2,0.30000000000000004,0.5,3,3
7,4,0.30000000000000004,0.5,3,3
8,0,0.30000000000000004,0.5,3,3
9,1,0.30000000000000004,0.5,3,3
10,4,0.30000000000000004,0.5,3,3
11,1,0.30000000000000004,0.5,3,3
12,1,0.30000000000000004,0.5,3,3
13,5,0.30000000000000004,0.5,3,3
14,6,0.30000000000000004,0.5,3,3
15,2,0.30000000000000004,0.5,3,3
16,3,0.30000000000000004,0.5,3,3
17,2,0.30000000000000004,0.5,3,3
18,6,0.30000000000000004,0.5,3,3
19,1,0.30000000000000004,0.5,3,3
20,5,0.30000000000000004,0.5,3,3
21,6,0.30000000000000004,0.5,3,3
22,3,0.30000000000000004,0.5,3,3
23,5,0.30000000000000004,0.5,3,3
24,2,0.30000000000000004,0.5,3,3
25,4,0.30000000000000004,0.5,3,3
26,4,0.30000000000000004,0.5,3,3
27,5,0.30000000000000004,0.5,3,3
28,9,0.30000000000000004,0.5,3,3
29,4,0.30000000000000004,0.5,3,3
30,3,0.30000000000000004,0.5,3,3
31,9,0.30000000000000004,0.5,3,3
32,7,0.30000000000000004,0.5,3,3
33,5,0.30000000000000004,0.5,3,3
34,9,0.30000000000000004,0.5,3,3
35,8,0.30000000000000004,0.5,3,3
36,17,0.30000000000000004,0.5,3,3
37,13,0.30000000000000004,0.5,3,3
38,12,0.30000000000000004,0.5,3,3
39,14,0.30000000000000004,0.5,3,3
40,12,0.30000000000000004,0.5,3,3
41,17,0.30000000000000004,0.5,3,3
42,10,0.30000000000000004,0.5,3,3
43,22,0.30000000000000004,0.5,3,3
44,20,0.30000000000000004,0.5,3,3
45,10,0.30000000000000004,0.5,3,3
46,19,0.30000000000000004,0.5,3,3
47,13,0.30000000000000004,0.5,3,3
48,29,0.30000000000000004,0.5,3,3
49,22,0.30000000000000004,0.5,3,3
50,19,0.30000000000000004,0.5,3,3
51,15,0.30000000000000004,0.5,3,3
52,19,0.30000000000000004,0.5,3,3
53,22,0.30000000000000004,0.5,3,3
54,17,0.30000000000000004,0.5,3,3
55,18,0.30000000000000004,0.5,3,3
56,21,0.30000000000000004,0.5,3,3
57,19,0.30000000000000004,0.5,3,3
58,30,0.30000000000000004,0.5,3,3
59,32,0.30000000000000004,0.5,3,3
60,33,0.30000000000000004,0.5,3,3
61,32,0.30000000000000004,0.5,3,3
62,25,0.30000000000000004,0.5,3,3
63,18,0.30000000000000004,0.5,3,3
64,44,0.30000000000000004,0.5,3,3
65,29,0.30000000000000004,0.5,3,3
66,33,0.30000000000000004,0.5,3,3
67,29,0.30000000000000004,0.5,3,3
68,44,0.30000000000000004,0.5,3,3
69,27,0.30000000000000004,0.5,3,3
70,25,0.30000000000000004,0.5,3,3
0,0,0.30000000000000004,0.5,3,4
1,0,0.30000000000000004,0.5,3,4
2,0,0.30000000000000004,0.5,3,4
3,3,0.30000000000000004,0.5,3,4
4,1,0.30000000000000004,0.5,3,4
5,3,0.30000000000000004,0.5,3,4
6,2,0.30000000000000004,0.5,3,4
7,4,0.30000000000000004,0.5,3,4
8,0,0.30000000000000004,0.5,3,4
9,1,0.30000000000000004,0.5,3,4
10,4,0.30000000000000004,0.5,3,4
11,1,0.30000000000000004,0.5,3,4
12,1,0.30000000000000004,0.5,3,4
13,5,0.30000000000000004,0.5,3,4
14,6,0.30000000000000004,0.5,3,4
15,2,0.30000000000000004,0.5,3,4
16,3,0.30000000000000004,0.5,3,4
17,2,0.30000000000000004,0.5,3,4
18,6,0.30000000000000004,0.5,3,4
19,1,0.30000000000000004,0.5,3,4
20,5,0.30000000000000004,0.5,3,4
21,6,0.30000000000000004,0.5,3,4
22,3,0.30000000000000004,0.5,3,4
23,5,0.30000000000000004,0.5,3,4
24,2,0.30000000000000004,0.5,3,4
25,4,0.30000000000000004,0.5,3,4
26,4,0.30000000000000004,0.5,3,4
27,5,0.30000000000000004,0.5,3,4
28,9,0.30000000000000004,0.5,3,4
29,4,0.30000000000000004,0.5,3,4
30,3,0.30000000000000004,0.5,3,4
31,9,0.30000000000000004,0.5,3,4
32,7,0.30000000000000004,0.5,3,4
33,5,0.30000000000000004,0.5,3,4
34,9,0.30000000000000004,0.5,3,4
35,8,0.30000000000000004,0.5,3,4
36,17,0.30000000000000004,0.5,3,4
37,13,0.30000000000000004,0.5,3,4
38,12,0.30000000000000004,0.5,3,4
39,14,0.30000000000000004,0.5,3,4
40,12,0.30000000000000004,0.5,3,4
41,17,0.30000000000000004,0.5,3,4
42,10,0.30000000000000004,0.5,3,4
43,22,0.30000000000000004,0.5,3,4
44,20,0.30000000000000004,0.5,3,4
45,10,0.30000000000000004,0.5,3,4
46,19,0.30000000000000004,0.5,3,4
47,13,0.30000000000000004,0.5,3,4
48,29,0.30000000000000004,0.5,3,4
49,22,0.30000000000000004,0.5,3,4
50,19,0.30000000000000004,0.5,3,4
51,15,0.30000000000000004,0.5,3,4
52,19,0.30000000000000004,0.5,3,4
53,22,0.30000000000000004,0.5,3,4
54,17,0.30000000000000004,0.5,3,4
55,18,0.30000000000000004,0.5,3,4
56,21,0.30000000000000004,0.5,3,4
57,19,0.30000000000000004,0.5,3,4
58,30,0.30000000000000004,0.5,3,4
59,32,0.30000000000000004,0.5,3,4
60,33,0.30000000000000004,0.5,3,4
61,32,0.30000000000000004,0.5,3,4
62,25,0.30000000000000004,0.5,3,4
63,18,0.30000000000000004,0.5,3,4
64,44,0.30000000000000004,0.5,3,4
65,29,0.30000000000000004,0.5,3,4
66,33,0.30000000000000004,0.5,3,4
67,29,0.30000000000000004,0.5,3,4
68,44,0.30000000000000004,0.5,3,4
69,27,0.30000000000000004,0.5,3,4
70,25,0.30000000000000004,0.5,3,4
0,0,0.30000000000000004,0.7000000000000001,1,0
1,0,0.30000000000000004,0.7000000000000001,1,0
2,0,0.30000000000000004,0.7000000000000001,1,0
3,3,0.30000000000000004,0.7000000000000001,1,0
4,1,0.30000000000000004,0.7000000000000001,1,0
5,3,0.30000000000000004,0.7000000000000001,1,0
6,2,0.30000000000000004,0.7000000000000001,1,0
7,4,0.30000000000000004,0.7000000000000001,1,0
8,0,0.30000000000000004,0.7000000000000001,1,0
9,1,0.30000000000000004,0.7000000000000001,1,0
10,4,0.30000000000000004,0.7000000000000001,1,0
11,1,0.30000000000000004,0.7000000000000001,1,0
12,1,0.30000000000000004,0.7000000000000001,1,0
13,5,0.30000000000000004,0.7000000000000001,1,0
14,6,0.30000000000000004,0.7000000000000001,1,0
15,2,0.30000000000000004,0.7000000000000001,1,0
16,3,0.30000000000000004,0.7000000000000001,1,0
17,2,0.30000000000000004,0.7000000000000001,1,0
18,6,0.30000000000000004,0.7000000000000001,1,0
19,1,0.30000000000000004,0.7000000000000001,1,0
20,5,0.30000000000000004,0.7000000000000001,1,0
21,6,0.30000000000000004,0.7000000000000001,1,0
22,3,0.30000000000000004,0.7000000000000001,1,0
23,5,0.30000000000000004,0.7000000000000001,1,0
24,2,0.30000000000000004,0.7000000000000001,1,0
25,4,0.30000000000000004,0.7000000000000001,1,0
26,4,0.30000000000000004,0.7000000000000001,1,0
27,4,0.30000000000000004,0.7000000000000001,1,0
28,8,0.30000000000000004,0.7000000000000001,1,0
29,1,0.30000000000000004,0.7000000000000001,1,0
30,7,0.30000000000000004,0.7000000000000001,1,0
31,9,0.30000000000000004,0.7000000000000001,1,0
32,9,0.30000000000000004,0.7000000000000001,1,0
33,11,0.30000000000000004,0.7000000000000001,1,0
34,5,0.30000000000000004,0.7000000000000001,1,0
35,7,0.30000000000000004,0.7000000000000001,1,0
36,9,0.30000000000000004,0.7000000000000001,1,0
37,6,0.30000000000000004,0.7000000000000001,1,0
38,9,0.30000000000000004,0.7000000000000001,1,0
39,3,0.30000000000000004,0.7000000000000001,1,0
40,4,0.30000000000000004,0.7000000000000001,1,0
41,9,0.30000000000000004,0.7000000000000001,1,0
42,7,0.30000000000000004,0.7000000000000001,1,0
43,10,0.30000000000000004,0.7000000000000001,1,0
44,15,0.30000000000000004,0.7000000000000001,1,0
45,5,0.30000000000000004,0.7000000000000001,1,0
46,10,0.30000000000000004,0.7000000000000001,1,0
47,12,0.30000000000000004,0.7000000000000001,1,0
48,12,0.30000000000000004,0.7000000000000001,1,0
49,12,0.30000000000000004,0.7000000000000001,1,0
50,8,0.30000000000000004,0.7000000000000001,1,0
51,8,0.30000000000000004,0.7000000000000001,1,0
52,12,0.30000000000000004,0.7000000000000001,1,0
53,7,0.30000000000000004,0.7000000000000001,1,0
54,12,0.30000000000000004,0.7000000000000001,1,0
55,6,0.30000000000000004,0.7000000000000001,1,0
56,17,0.30000000000000004,0.7000000000000001,1,0
57,6,0.30000000000000004,0.7000000000000001,1,0
58,7,0.30000000000000004,0.7000000000000001,1,0
59,20,0.30000000000000004,0.7000000000000001,1,0
60,11,0.30000000000000004,0.7000000000000001,1,0
61,10,0.30000000000000004,0.7000000000000001,1,0
62,12,0.30000000000000004,0.7000000000000001,1,0
63,8,0.30000000000000004,0.7000000000000001,1,0
64,12,0.30000000000000004,0.7000000000000001,1,0
65,6,0.30000000000000004,0.7000000000000001,1,0
66,12,0.30000000000000004,0.7000000000000001,1,0
67,10,0.30000000000000004,0.7000000000000001,1,0
68,9,0.30000000000000004,0.7000000000000001,1,0
69,8,0.30000000000000004,0.7000000000000001,1,0
70,19,0.30000000000000004,0.7000000000000001,1,0
0,0,0.30000000000000004,0.7000000000000001,1,1
1,0,0.30000000000000004,0.7000000000000001,1,1
2,0,0.30000000000000004,0.7000000000000001,1,1
3,3,0.30000000000000004,0.7000000000000001,1,1
4,1,0.30000000000000004,0.7000000000000001,1,1
5,3,0.30000000000000004,0.7000000000000001,1,1
6,2,0.30000000000000004,0.7000000000000001,1,1
7,4,0.30000000000000004,0.7000000000000001,1,1
8,0,0.30000000000000004,0.7000000000000001,1,1
9,1,0.30000000000000004,0.7000000000000001,1,1
10,4,0.30000000000000004,0.7000000000000001,1,1
11,1,0.30000000000000004,0.7000000000000001,1,1
12,1,0.30000000000000004,0.7000000000000001,1,1
13,5,0.30000000000000004,0.7000000000000001,1,1
14,6,0.30000000000000004,0.7000000000000001,1,1
15,2,0.30000000000000004,0.7000000000000001,1,1
16,3,0.30000000000000004,0.7000000000000001,1,1
17,2,0.30000000000000004,0.7000000000000001,1,1
18,6,0.30000000000000004,0.7000000000000001,1,1
19,1,0.30000000000000004,0.7000000000000001,1,1
20,5,0.30000000000000004,0.7000000000000001,1,1
21,6,0.30000000000000004,0.7000000000000001,1,1
22,3,0.30000000000000004,0.7000000000000001,1,1
23,5,0.30000000000000004,0.7000000000000001,1,1
24,2,0.30000000000000004,0.7000000000000001,1,1
25,4,0.30000000000000004,0.7000000000000001,1,1
26,4,0.30000000000000004,0.7000000000000001,1,1
27,4,0.30000000000000004,0.7000000000000001,1,1
28,8,0.30000000000000004,0.7000000000000001,1,1
29,1,0.30000000000000004,0.7000000000000001,1,1
30,7,0.30000000000000004,0.7000000000000001,1,1
31,9,0.30000000000000004,0.7000000000000001,1,1
32,9,0.30000000000000004,0.7000000000000001,1,1
33,11,0.30000000000000004,0.7000000000000001,1,1
34,5,0.30000000000000004,0.7000000000000001,1,1
35,7,0.30000000000000004,0.7000000000000001,1,1
36,9,0.30000000000000004,0.7000000000000001,1,1
37,6,0.30000000000000004,0.7000000000000001,1,1
38,9,0.30000000000000004,0.7000000000000001,1,1
39,3,0.30000000000000004,0.7000000000000001,1,1
40,4,0.30000000000000004,0.7000000000000001,1,1
41,9,0.30000000000000004,0.7000000000000001,1,1
42,7,0.30000000000000004,0.7000000000000001,1,1
43,10,0.30000000000000004,0.7000000000000001,1,1
44,15,0.30000000000000004,0.7000000000000001,1,1
45,5,0.30000000000000004,0.7000000000000001,1,1
46,10,0.30000000000000004,0.7000000000000001,1,1
47,12,0.30000000000000004,0.7000000000000001,1,1
48,12,0.30000000000000004,0.7000000000000001,1,1
49,12,0.30000000000000004,0.7000000000000001,1,1
50,8,0.30000000000000004,0.7000000000000001,1,1
51,8,0.30000000000000004,0.7000000000000001,1,1
52,12,0.30000000000000004,0.7000000000000001,1,1
53,7,0.30000000000000004,0.7000000000000001,1,1
54,12,0.30000000000000004,0.7000000000000001,1,1
55,6,0.30000000000000004,0.7000000000000001,1,1
56,17,0.30000000000000004,0.7000000000000001,1,1
57,6,0.30000000000000004,0.7000000000000001,1,1
58,7,0.30000000000000004,0.7000000000000001,1,1
59,20,0.30000000000000004,0.7000000000000001,1,1
60,11,0.30000000000000004,0.7000000000000001,1,1
61,10,0.30000000000000004,0.7000000000000001,1,1
62,12,0.30000000000000004,0.7000000000000001,1,1
63,8,0.30000000000000004,0.7000000000000001,1,1
64,12,0.30000000000000004,0.7000000000000001,1,1
65,6,0.30000000000000004,0.7000000000000001,1,1
66,12,0.30000000000000004,0.7000000000000001,1,1
67,10,0.30000000000000004,0.7000000000000001,1,1
68,9,0.30000000000000004,0.7000000000000001,1,1
69,8,0.30000000000000004,0.7000000000000001,1,1
70,19,0.30000000000000004,0.7000000000000001,1,1
0,0,0.30000000000000004,0.7000000000000001,1,2
1,0,0.30000000000000004,0.7000000000000001,1,2
2,0,0.30000000000000004,0.7000000000000001,1,2
3,3,0.30000000000000004,0.7000000000000001,1,2
4,1,0.30000000000000004,0.7000000000000001,1,2
5,3,0.30000000000000004,0.7000000000000001,1,2
6,2,0.30000000000000004,0.7000000000000001,1,2
7,4,0.30000000000000004,0.7000000000000001,1,2
8,0,0.30000000000000004,0.7000000000000001,1,2
9,1,0.30000000000000004,0.7000000000000001,1,2
10,4,0.30000000000000004,0.7000000000000001,1,2
11,1,0.30000000000000004,0.7000000000000001,1,2
12,1,0.30000000000000004,0.7000000000000001,1,2
13,5,0.30000000000000004,0.7000000000000001,1,2
14,6,0.30000000000000004,0.7000000000000001,1,2
15,2,0.30000000000000004,0.7000000000000001,1,2
16,3,0.30000000000000004,0.7000000000000001,1,2
17,2,0.30000000000000004,0.7000000000000001,1,2
18,6,0.30000000000000004,0.7000000000000001,1,2
19,1,0.30000000000000004,0.7000000000000001,1,2
20,5,0.30000000000000004,0.7000000000000001,1,2
21,6,0.30000000000000004,0.7000000000000001,1,2
22,3,0.30000000000000004,0.7000000000000001,1,2
23,5,0.30000000000000004,0.7000000000000001,1,2
24,2,0.30000000000000004,0.7000000000000001,1,2
25,4,0.30000000000000004,0.7000000000000001,1,2
26,4,0.30000000000000004,0.7000000000000001,1,2
27,4,0.30000000000000004,0.7000000000000001,1,2
28,8,0.30000000000000004,0.7000000000000001,1,2
29,1,0.30000000000000004,0.7000000000000001,1,2
30,7,0.30000000000000004,0.7000000000000001,1,2
31,9,0.30000000000000004,0.7000000000000001,1,2
32,9,0.30000000000000004,0.7000000000000001,1,2
33,11,0.30000000000000004,0.7000000000000001,1,2
34,5,0.30000000000000004,0.7000000000000001,1,2
35,7,0.30000000000000004,0.7000000000000001,1,2
36,9,0.30000000000000004,0.7000000000000001,1,2
37,6,0.30000000000000004,0.7000000000000001,1,2
38,9,0.30000000000000004,0.7000000000000001,1,2
39,3,0.30000000000000004,0.7000000000000001,1,2
40,4,0.30000000000000004,0.7000000000000001,1,2
41,9,0.30000000000000004,0.7000000000000001,1,2
42,7,0.30000000000000004,0.7000000000000001,1,2
43,10,0.30000000000000004,0.7000000000000001,1,2
44,15,0.30000000000000004,0.7000000000000001,1,2
45,5,0.30000000000000004,0.7000000000000001,1,2
46,10,0.30000000000000004,0.7000000000000001,1,2
47,12,0.30000000000000004,0.7000000000000001,1,2
48,12,0.30000000000000004,0.7000000000000001,1,2
49,12,0.30000000000000004,0.7000000000000001,1,2
50,8,0.30000000000000004,0.7000000000000001,1,2
51,8,0.30000000000000004,0.7000000000000001,1,2
52,12,0.30000000000000004,0.7000000000000001,1,2
53,7,0.30000000000000004,0.7000000000000001,1,2
54,12,0.30000000000000004,0.7000000000000001,1,2
55,6,0.30000000000000004,0.7000000000000001,1,2
56,17,0.30000000000000004,0.7000000000000001,1,2
57,6,0.30000000000000004,0.7000000000000001,1,2
58,7,0.30000000000000004,0.7000000000000001,1,2
59,20,0.30000000000000004,0.7000000000000001,1,2
60,11,0.30000000000000004,0.7000000000000001,1,2
61,10,0.30000000000000004,0.7000000000000001,1,2
62,12,0.30000000000000004,0.7000000000000001,1,2
63,8,0.30000000000000004,0.7000000000000001,1,2
64,12,0.30000000000000004,0.7000000000000001,1,2
65,6,0.30000000000000004,0.7000000000000001,1,2
66,12,0.30000000000000004,0.7000000000000001,1,2
67,10,0.30000000000000004,0.7000000000000001,1,2
68,9,0.30000000000000004,0.7000000000000001,1,2
69,8,0.30000000000000004,0.7000000000000001,1,2
70,19,0.30000000000000004,0.7000000000000001,1,2
0,0,0.30000000000000004,0.7000000000000001,1,3
1,0,0.30000000000000004,0.7000000000000001,1,3
2,0,0.30000000000000004,0.7000000000000001,1,3
3,3,0.30000000000000004,0.7000000000000001,1,3
4,1,0.30000000000000004,0.7000000000000001,1,3
5,3,0.30000000000000004,0.7000000000000001,1,3
6,2,0.30000000000000004,0.7000000000000001,1,3
7,4,0.30000000000000004,0.7000000000000001,1,3
8,0,0.30000000000000004,0.7000000000000001,1,3
9,1,0.30000000000000004,0.7000000000000001,1,3
10,4,0.30000000000000004,0.7000000000000001,1,3
11,1,0.30000000000000004,0.7000000000000001,1,3
12,1,0.30000000000000004,0.7000000000000001,1,3
13,5,0.30000000000000004,0.7000000000000001,1,3
14,6,0.30000000000000004,0.7000000000000001,1,3
15,2,0.30000000000000004,0.7000000000000001,1,3
16,3,0.30000000000000004,0.7000000000000001,1,3
17,2,0.30000000000000004,0.7000000000000001,1,3
18,6,0.30000000000000004,0.7000000000000001,1,3
19,1,0.30000000000000004,0.7000000000000001,1,3
20,5,0.30000000000000004,0.7000000000000001,1,3
21,6,0.30000000000000004,0.7000000000000001,1,3
22,3,0.30000000000000004,0.7000000000000001,1,3
23,5,0.30000000000000004,0.7000000000000001,1,3
24,2,0.30000000000000004,0.7000000000000001,1,3
25,4,0.30000000000000004,0.7000000000000001,1,3
26,4,0.30000000000000004,0.7000000000000001,1,3
27,4,0.30000000000000004,0.7000000000000001,1,3
28,8,0.30000000000000004,0.7000000000000001,1,3
29,1,0.30000000000000004,0.7000000000000001,1,3
30,7,0.30000000000000004,0.7000000000000001,1,3
31,9,0.30000000000000004,0.7000000000000001,1,3
32,9,0.30000000000000004,0.7000000000000001,1,3
33,11,0.30000000000000004,0.7000000000000001,1,3
34,5,0.30000000000000004,0.7000000000000001,1,3
35,7,0.30000000000000004,0.7000000000000001,1,3
36,9,0.30000000000000004,0.7000000000000001,1,3
37,6,0.30000000000000004,0.7000000000000001,1,3
38,9,0.30000000000000004,0.7000000000000001,1,3
39,3,0.30000000000000004,0.7000000000000001,1,3
40,4,0.30000000000000004,0.7000000000000001,1,3
41,9,0.30000000000000004,0.7000000000000001,1,3
42,7,0.30000000000000004,0.7000000000000001,1,3
43,10,0.30000000000000004,0.7000000000000001,1,3
44,15,0.30000000000000004,0.7000000000000001,1,3
45,5,0.30000000000000004,0.7000000000000001,1,3
46,10,0.30000000000000004,0.7000000000000001,1,3
47,12,0.30000000000000004,0.7000000000000001,1,3
48,12,0.30000000000000004,0.7000000000000001,1,3
49,12,0.30000000000000004,0.7000000000000001,1,3
50,8,0.30000000000000004,0.7000000000000001,1,3
51,8,0.30000000000000004,0.7000000000000001,1,3
52,12,0.30000000000000004,0.7000000000000001,1,3
53,7,0.30000000000000004,0.7000000000000001,1,3
54,12,0.30000000000000004,0.7000000000000001,1,3
55,6,0.30000000000000004,0.7000000000000001,1,3
56,17,0.30000000000000004,0.7000000000000001,1,3
57,6,0.30000000000000004,0.7000000000000001,1,3
58,7,0.30000000000000004,0.7000000000000001,1,3
59,20,0.30000000000000004,0.7000000000000001,1,3
60,11,0.30000000000000004,0.7000000000000001,1,3
61,10,0.30000000000000004,0.7000000000000001,1,3
62,12,0.30000000000000004,0.7000000000000001,1,3
63,8,0.30000000000000004,0.7000000000000001,1,3
64,12,0.30000000000000004,0.7000000000000001,1,3
65,6,0.30000000000000004,0.7000000000000001,1,3
66,12,0.30000000000000004,0.7000000000000001,1,3
67,10,0.30000000000000004,0.7000000000000001,1,3
68,9,0.30000000000000004,0.7000000000000001,1,3
69,8,0.30000000000000004,0.7000000000000001,1,3
70,19,0.30000000000000004,0.7000000000000001,1,3
0,0,0.30000000000000004,0.7000000000000001,1,4
1,0,0.30000000000000004,0.7000000000000001,1,4
2,0,0.30000000000000004,0.7000000000000001,1,4
3,3,0.30000000000000004,0.7000000000000001,1,4
4,1,0.30000000000000004,0.7000000000000001,1,4
5,3,0.30000000000000004,0.7000000000000001,1,4
6,2,0.30000000000000004,0.7000000000000001,1,4
7,4,0.30000000000000004,0.7000000000000001,1,4
8,0,0.30000000000000004,0.7000000000000001,1,4
9,1,0.30000000000000004,0.7000000000000001,1,4
10,4,0.30000000000000004,0.7000000000000001,1,4
11,1,0.30000000000000004,0.7000000000000001,1,4
12,1,0.30000000000000004,0.7000000000000001,1,4
13,5,0.30000000000000004,0.7000000000000001,1,4
14,6,0.30000000000000004,0.7000000000000001,1,4
15,2,0.30000000000000004,0.7000000000000001,1,4
16,3,0.30000000000000004,0.7000000000000001,1,4
17,2,0.30000000000000004,0.7000000000000001,1,4
18,6,0.30000000000000004,0.7000000000000001,1,4
19,1,0.30000000000000004,0.7000000000000001,1,4
20,5,0.30000000000000004,0.7000000000000001,1,4
21,6,0.30000000000000004,0.7000000000000001,1,4
